tweet,predicted_labels
high literacy rate jobs modi govt young generation,Possitive
time fear losing amethi bcoz scion holy gandhian empire done development whereas time modi fighting varanasi,Possitive
world difference proposing abolish angel tax start ups diluting much international domestic shaming many onerous costly hoops startups still jump thru ease business perspective gandhi modi,Negative
modi resign bjp cheater bla bla bla,Negative
credit scams congrress shameless congress guts give ahead drdo expert looting misguided youth india dividing people india india changing nowonce modi jee,Negative
congratulation modi sir indian,Negative
nehru laid foundation back credit blame modi adventures misadventures,Negative
call osint expert political demonstrate asap capability thanks modi cockroaches like pissed indias demonstration capability,Possitive
hope modi runs pappu like,Negative
modi contesting one means fears losing one might lose,Negative
level deteriorated chaiwala stooping low become security guard rich clearly signifies loyalty ambani adanis chowkidar people change jobs face pain modi career path bottom indians,Possitive
modi politician india vote modi man developing india,Negative
jee rafael documents lost modi indians lost job earning thru modi india looking change,Negative
narendar modi magnificent work,Possitive
personally trust indian army modi bjp kcr believe claim,Negative
live narendra modis exclusive interview republic bharat,Possitive
congress urges stop release biopic says film politically motivated,Negative
definitely need better informed criticizing modi governmentupa didnt give nodonly modi came powerhe gave nod,Possitive
modi web series release sometime april,Negative
expected single malt served lassi,Negative
defeat gatbandhan poll amount defeat section media tirelessly worked defeat mrmodi,Negative
modi middleman ambani dont know glad wil middle man transfer sceme benifits poor country,Possitive
opposition parties copy modi permanent campaign trick sooner later via,Negative
first cab driver election thing chinmay puri drives cab bhubaneswar voted sankha conch voting years vote padma lotus election reason narendra modi,Negative
support nation narender modi also options modi maximum leader stop modi fraud,Negative
sent electionpeople know congresses role distributing huge loans tented people received kickback fugitives via,Possitive
visceral hatred modi dont know hes vegetarian taunt eating biryani shame family shame ate crores scam money hungry,Negative
kejriwal modi interview countrys security safe hands people without primary knowledge said modi oppositions reaction mission shakti announcement,Possitive
asking threatening confused life lost senses ever read whatsapp messages modi please read group get know much fake news spreading like fire,Negative
dear pidis rakesh sharma carried portrait indira gandhi aboard salyut station first space flight imagine reaction scientist astronaut today carry himher portrait narendra damodardas modi,Possitive
modi clicks tiger pictures narendra modi plays tigers,Negative
modi answer question farmers issue steps called farmers met last years visited death farmers scheme farmers scheme save water,Negative
aadaniambani cronies acche din middle class poor suffering mrmodi assumed powerwhy farmers suicides increasing year yearpasal bhima yojana flopinsurance companies made money claim percent less,Negative
dont believe modiwill space personally collect proof see success,Possitive
madam much abt modi aur politics,Negative
observations modi even born india already war pakistan modi even learnt speak india already written one finest constitutions,Negative
may hes aware anything bro rahul bayya ever want implement win already done modi government better ask votes bjp let continue work disturb,Possitive
